thickness,trimmed mean,error_on_trimmed_mean
0.1,105.96219408081959,0.5174500248969076
0.2,212.12776694575066,0.8602456456399282
0.30000000000000004,321.1948562956204,1.2412766038243352
0.4,425.19845535815324,1.4616804685189781
0.5,533.0094189741262,1.8256501625481323
0.6,631.9137358231184,1.8539896776076175
0.7000000000000001,742.7580259562842,2.4333211639135452
0.8,852.2834538878843,2.8795722971193403
0.9,953.7939995410738,2.930640479974968
1.0,1047.1309998859879,2.891899861843865
