eventID,edep
574,32.09606
575,28.242031
576,27.479864
577,30.905571
578,23.517984
579,27.619125
580,15.368807
581,20.814045
582,34.285362
583,37.081654
584,23.213074
585,20.7858
586,25.615284
587,18.478788
588,19.327557
589,36.87763
590,20.209831
591,36.91353
592,28.384567
593,29.16973
594,23.86738
595,26.435932
596,18.030384
597,23.42187
598,23.542068
599,29.590656
600,39.75418
601,28.563946
602,29.81138
603,19.921274
604,22.487688
605,31.774633
606,26.567036
607,142.35207
608,26.720907
609,55.470554
610,26.650536
611,22.179985
612,25.83131
613,28.801065
614,20.628946
615,17.371546
616,35.70855
617,38.39379
618,26.80721
619,22.862312
620,76.2955
621,24.806583
622,39.765865
623,29.201754
624,27.616734
625,22.550156
626,17.435701
627,26.336952
628,14.674604
629,19.667025
630,37.24315
631,26.2195
632,47.857697
633,34.14851
634,257.15387
635,24.340029
636,15.494905
637,47.177597
638,24.8691
639,22.145443
640,24.36601
641,25.654457
642,32.50464
643,25.09354
644,45.18514
645,29.69408
646,28.351738
647,23.739937
648,23.11189
649,100.20568
650,23.00855
651,97.39065
652,22.199472
653,69.17406
654,53.87977
655,26.49792
656,35.34828
657,21.370667
658,27.779213
659,28.949013
660,27.445827
661,22.068645
662,25.784468
663,20.957125
664,31.124828
665,22.508121
666,120.25265
667,24.207756
668,25.871923
669,24.41585
670,30.446146
671,47.660522
672,25.30268
673,25.075085
674,31.478443
675,290.58356
676,21.475094
677,42.561607
678,25.323011
679,30.081003
680,24.170086
681,32.060635
682,42.7409
683,24.327883
684,41.432716
685,27.166405
686,24.27904
687,23.726213
688,20.041471
689,22.737438
690,34.685352
691,62.28117
692,27.745623
693,39.312477
694,24.303635
695,31.393934
696,36.444416
697,26.90971
698,26.912436
699,29.374647
700,23.849077
701,32.929424
702,18.582544
703,58.528183
704,31.968527
705,19.218157
706,27.538937
707,79.02821
708,27.177294
709,110.93165
710,18.054625
711,28.680225
712,18.293932
713,28.598972
714,18.163961
715,18.253725
716,37.56819
717,29.820335
718,27.686697
719,19.328167
720,19.722898
721,169.62999
722,23.345808
723,39.27654
724,41.030636
725,26.414478
726,28.121653
727,24.262941
728,28.01016
729,28.54375
730,27.934744
731,41.504055
732,44.67242
733,38.788452
734,45.196854
735,28.282303
736,24.823965
737,22.455511
738,28.326218
739,22.829586
740,24.799576
741,27.210535
742,19.367878
743,39.656204
744,28.190205
745,19.345228
746,42.98841
747,22.132957
748,28.681108
749,20.590284
750,27.117973
751,21.836971
752,27.18469
753,30.393843
754,32.963463
755,29.679632
756,23.35242
757,21.719027
758,32.435543
759,25.424341
760,24.749088
761,31.681831
762,24.472567
763,26.847786
764,27.964727
765,30.65989
766,116.34109
767,46.867893
768,29.370285
769,19.753885
770,27.661177
771,18.110638
772,24.120775
773,24.37044
774,45.22128
775,29.736116
776,25.737143
777,21.951212
778,45.15469
779,28.828178
780,27.658669
781,24.776829
782,29.779009
783,33.457207
784,24.537596
785,29.460613
786,21.39727
787,27.918488
788,30.07311
789,27.118195
790,21.942434
791,26.10076
792,46.906303
793,26.973248
794,56.464085
795,41.687454
796,25.581268
797,26.16124
798,33.854965
799,45.527874
800,36.001976
801,41.990112
802,34.067375
803,114.25774
804,31.480598
805,22.730942
806,26.442453
807,44.229267
808,29.053686
809,21.012203
810,27.189713
811,27.877531
812,24.94338
813,31.50227
814,20.39785
815,22.852211
816,28.579832
817,23.733255
818,26.78718
819,24.105764
820,21.15746
821,27.914892
822,20.48543
823,31.592451
824,32.608967
825,26.188442
826,25.622149
827,48.646305
828,20.666134
829,26.782967
830,32.873493
831,30.02469
832,77.82957
833,29.396843
834,29.433327
835,40.435493
836,34.23928
837,25.798174
838,40.40485
839,36.97522
840,18.233738
841,22.078886
842,21.830383
843,27.600286
844,47.728016
845,24.516571
846,52.384705
847,22.624168
848,70.974434
849,22.431791
850,29.92977
851,32.633648
852,24.398165
853,28.023829
854,32.722935
855,23.063225
856,21.238657
857,29.524176
858,20.412483
859,26.74457
860,31.89917
861,23.068293
862,17.547525
863,19.787827
864,23.003187
865,28.138914
866,30.212948
867,22.46935
868,27.803444
869,29.846247
870,19.13034
871,47.49062
872,44.15737
873,66.80397
874,23.23891
875,27.205776
876,20.503197
877,27.10048
878,25.777548
879,21.715837
880,23.513523
881,31.61443
882,26.101133
883,23.305565
884,30.3204
885,25.279964
886,25.094631
887,75.92861
888,37.183838
889,21.51086
890,27.798223
891,58.96496
892,25.688309
893,39.19073
894,34.70286
895,44.23322
896,28.513077
897,29.513361
898,21.703194
899,28.09749
900,28.217457
901,24.484337
902,45.759148
903,21.31286
904,32.877857
905,28.052937
906,35.168617
907,22.294727
908,29.686604
909,35.002735
910,40.56716
911,30.35304
912,27.454996
913,20.269253
914,23.950642
915,20.914349
916,30.083612
917,23.26919
918,46.671463
919,19.160791
920,32.43973
921,35.354836
922,29.206018
923,29.73867
924,23.558632
925,25.04941
926,22.913357
927,29.716923
928,27.826208
929,33.839397
930,25.297226
931,37.923576
932,30.021666
933,24.73835
934,33.870758
935,25.266886
936,30.636276
937,34.1607
938,27.650244
939,24.278141
940,22.742466
941,55.767746
942,61.0429
943,36.57441
944,20.733883
945,27.494368
946,26.55544
947,24.310352
948,30.639078
949,32.03153
950,35.24362
951,23.319242
952,21.528254
953,31.039597
954,27.15793
955,25.597979
956,35.34835
957,20.240337
958,22.364717
959,28.660213
960,30.761871
961,35.015423
962,31.530176
963,25.948776
964,22.025831
965,28.359915
966,80.458694
967,27.35935
968,17.722641
969,25.203203
970,108.91876
971,163.20932
972,42.865803
973,28.74601
974,26.022738
975,32.909485
976,26.636894
977,27.072271
978,28.525396
979,23.897259
980,32.369793
981,47.412853
982,28.73881
983,42.7964
984,37.897053
985,48.300777
986,77.15679
987,21.345041
988,32.819023
989,25.35525
990,39.731007
991,27.71833
992,28.74562
993,24.993053
994,23.814259
995,28.311743
996,24.794924
997,21.244947
998,63.22909
999,124.81575
1000,26.081594
1001,132.20398
1002,24.163755
1003,27.582561
1004,20.936745
1005,31.406406
1006,17.129927
1007,24.298813
1008,25.363163
1009,34.948067
1010,48.803085
1011,34.20615
1012,26.000683
1013,18.24321
1014,68.03066
1015,29.668983
1016,25.436323
1017,97.70492
1018,25.146008
1019,26.65365
1020,23.341936
1021,42.183292
1022,20.58163
1023,54.28191
1024,20.5288
1025,25.99728
1026,28.317627
1027,20.543535
1028,36.49913
1029,20.332628
1030,23.546526
1031,28.332691
1032,31.772085
1033,28.551
1034,26.569132
1035,32.25036
1036,39.50701
1037,85.95952
1038,33.339912
1039,29.300419
1040,20.963604
1041,140.83325
1042,18.78673
1043,40.37868
1044,22.955952
1045,25.091156
1046,17.951128
1047,28.304617
1048,28.898966
1049,30.848362
1050,100.38519
1051,26.41244
1052,27.113762
1053,26.094687
1054,23.928576
1055,30.225872
1056,31.08066
1057,30.420412
1058,22.583847
1059,27.70804
1060,114.04903
1061,20.345018
1062,32.19196
1063,37.739418
1064,21.661472
1065,26.362072
1066,33.252792
1067,47.095844
1068,24.15549
1069,26.233393
1070,27.614647
1071,33.578632
1072,29.13636
1073,27.176981
1074,30.674664
1075,28.49112
1076,20.484285
1077,32.246353
1078,28.552938
1079,19.124624
1080,19.610924
1081,26.343939
1082,27.58748
1083,79.490486
1084,42.161785
1085,39.75957
1086,19.708727
1087,22.901817
1088,23.932348
1089,20.96717
1090,31.398304
1091,22.360748
1092,21.819546
1093,22.170946
1094,51.433243
1095,26.793352
1096,33.804974
1097,41.300827
1098,43.96682
1099,28.253647
1100,30.402285
1101,33.42392
1102,93.5612
1103,26.496153
1104,38.31201
1105,39.33398
1106,30.353806
1107,27.574377
1108,39.8503
1109,30.949604
1110,104.76964
1111,31.00911
1112,22.359285
1113,34.423027
1114,77.35688
1115,36.240417
1116,29.858225
1117,31.719484
1118,37.92887
1119,30.12121
1120,19.328634
1121,30.572163
1122,28.273777
1123,65.02834
1124,25.496153
1125,47.7793
1126,28.743784
1127,24.61023
1128,27.642265
1129,26.45746
1130,25.68908
1131,24.760212
1132,21.969856
1133,35.44105
1134,22.101284
1135,27.41293
1136,34.422512
1137,25.141161
1138,25.62725
1139,24.020613
1140,25.04407
1141,41.274464
1142,26.070467
1143,25.863684
1144,166.59416
1145,28.498034
1146,28.216465
1147,39.678493
1148,31.117962
1149,21.26033
1150,22.706766
1151,27.448315
1152,25.649302
1153,30.565964
1154,32.750446
1155,23.515263
1156,22.887968
1157,29.867737
1158,30.392115
1159,37.44075
1160,41.673088
1161,21.882975
1162,27.702042
1163,27.311047
1164,34.288254
1165,30.263948
1166,28.578571
1167,27.845442
1168,25.154282
1169,27.604708
1170,22.8059
1171,19.211933
1172,27.561575
1173,25.604366
1174,51.889362
1175,18.069494
1176,27.142027
1177,25.124416
1178,27.15029
1179,32.125668
1180,26.981964
1181,17.293882
1182,26.115522
1183,30.009623
1184,28.175362
1185,53.926743
1186,23.01966
1187,34.069653
1188,36.133415
1189,37.186596
1190,23.382343
1191,30.535921
1192,43.173702
1193,28.530306
1194,24.129354
1195,28.842546
1196,33.63971
1197,25.119009
1198,23.55232
1199,35.422184
1200,26.222713
1201,30.61014
1202,30.597519
1203,23.838413
1204,26.648815
1205,26.581202
1206,34.95621
1207,27.897102
1208,31.124866
1209,27.273127
1210,24.066849
1211,20.909357
1212,32.395565
1213,25.092924
1214,32.48835
1215,38.236427
1216,26.27181
1217,23.383524
1218,18.526842
1219,23.564144
1220,61.133297
1221,21.998295
1222,30.098482
1223,26.576733
1224,20.504892
1225,24.773905
1226,19.312614
1227,22.918583
1228,23.76468
1229,17.27081
1230,23.450037
1231,25.189419
1232,33.77898
1233,54.245728
1234,42.610947
1235,35.842445
1236,19.4904
1237,19.996635
1238,45.601597
1239,27.952728
1240,19.345238
1241,29.281609
1242,21.643038
1243,23.026016
1244,22.677105
1245,27.841154
1246,49.16862
1247,25.48372
1248,25.363823
1249,30.011204
1250,42.951237
1251,20.997358
1252,22.232483
1253,33.05813
1254,18.619324
1255,35.328278
1256,23.610554
1257,28.668333
1258,32.841614
1259,30.360765
1260,36.74086
1261,19.412622
1262,15.481365
1263,24.734976
1264,23.529264
1265,15.246155
1266,20.093414
1267,67.93582
1268,22.356268
1269,24.720173
1270,20.001917
1271,29.660791
1272,17.283125
1273,26.224382
1274,21.944221
1275,18.89072
1276,28.264843
1277,58.633976
1278,30.117191
1279,27.026089
1280,25.302006
1281,22.491793
1282,198.24849
1283,24.61722
1284,23.83403
1285,22.752958
1286,28.955286
1287,185.34381
1288,104.90412
1289,27.538662
1290,30.749369
1291,45.409874
1292,63.293324
1293,16.473629
1294,37.340866
1295,30.120214
1296,44.055557
1297,26.812113
1298,30.001171
1299,23.219772
1300,28.413752
1301,24.131016
1302,17.176657
1303,25.574537
1304,23.49148
1305,31.965534
1306,21.118284
1307,33.459877
1308,26.604593
1309,58.861725
1310,19.908354
1311,34.628834
1312,22.376444
1313,23.094969
1314,19.855803
1315,35.416634
1316,24.349522
1317,18.103338
1318,36.751354
1319,23.126902
1320,27.703314
1321,19.489517
1322,21.996616
1323,29.373161
1324,19.767063
1325,32.212395
1326,27.023203
1327,22.741661
1328,125.850204
1329,24.691662
1330,31.361807
1331,25.223352
1332,21.875164
1333,18.35189
1334,30.819502
1335,25.088903
1336,27.345785
1337,30.98623
1338,20.523298
1339,42.218323
1340,33.17889
1341,19.99197
1342,24.660706
1343,59.103497
1344,26.209784
1345,32.842503
1346,19.69509
1347,19.2342
1348,40.72273
1349,40.48578
1350,144.43843
1351,20.026556
1352,25.071772
1353,29.030539
1354,30.145994
1355,25.540014
1356,31.015568
1357,42.513264
1358,28.840895
1359,25.383644
1360,35.992985
1361,18.671917
1362,21.334373
1363,18.843262
1364,71.3049
1365,29.481104
1366,25.670368
1367,38.754723
1368,31.103737
1369,22.626007
1370,25.394054
1371,29.392326
1372,182.02876
1373,27.161924
1374,21.138227
1375,16.866013
1376,34.84016
1377,27.040297
1378,21.287537
1379,33.091133
1380,31.988836
1381,23.309319
1382,66.27347
1383,44.35354
1384,19.573048
1385,68.50442
1386,21.50994
1387,55.790764
1388,28.756285
1389,20.11273
1390,31.666323
1391,20.73491
1392,19.453367
1393,27.945845
1394,29.019241
1395,26.482658
1396,29.446354
1397,29.109287
1398,26.71245
1399,24.201214
1400,31.67675
1401,19.420086
1402,27.906073
1403,51.634068
1404,25.493685
1405,25.032986
1406,25.76355
1407,27.688005
1408,30.273027
1409,42.0182
1410,23.7571
1411,30.592533
1412,18.288803
1413,27.559727
1414,18.766148
1415,29.455715
1416,26.943535
1417,29.03296
1418,37.153748
1419,23.609163
1420,25.534098
1421,29.333637
1422,26.851995
1423,47.930138
1424,32.601707
1425,26.258703
1426,21.87608
1427,28.45514
1428,24.48243
1429,40.136417
1430,32.239162
1431,20.150314
1432,33.375427
1433,25.306824
1434,40.21511
1435,31.750668
1436,23.415787
1437,26.09301
1438,15.004862
1439,30.817562
1440,27.253445
1441,37.93679
1442,41.213226
1443,29.9301
1444,21.696564
1445,23.31154
1446,64.63536
1447,32.46089
1448,22.477259
1449,24.911795
1450,34.924843
1451,29.028902
1452,32.151062
1453,21.910036
1454,26.474043
1455,25.774055
1456,149.32695
1457,20.440144
1458,18.154346
1459,78.39937
1460,21.955133
1461,37.073696
1462,22.15934
1463,42.78513
1464,65.770584
1465,26.895468
1466,19.484188
1467,24.750347
1468,27.517323
1469,26.66835
1470,28.20925
1471,34.84147
1472,20.496555
1473,42.638607
1474,52.301956
1475,20.761053
1476,24.793644
1477,34.610554
1478,23.708075
1479,81.0761
1480,50.14551
1481,16.924421
1482,35.387714
1483,26.778229
1484,45.81137
1485,22.712227
1486,25.135164
1487,22.190098
1488,31.443146
1489,36.835114
1490,25.579748
1491,72.41411
1492,34.81651
1493,23.298647
1494,26.112839
1495,21.999685
1496,27.404226
1497,27.33694
1498,26.002016
1499,24.153341
1500,45.398155
1501,25.157234
1502,30.09861
1503,17.63217
1504,27.598465
1505,38.84592
1506,45.054047
1507,144.95694
1508,30.238895
1509,26.523333
1510,32.56344
1511,23.850052
1512,26.50309
1513,23.009499
1514,32.66469
1515,23.622805
1516,34.28089
1517,20.93285
1518,24.418032
1519,28.837496
1520,20.909082
1521,26.15418
1522,33.31217
1523,23.070501
1524,31.269915
1525,27.527563
1526,82.90322
1527,44.98822
1528,30.923143
1529,25.323128
1530,27.531605
1531,41.673183
1532,49.801197
1533,177.10355
1534,23.52549
1535,21.04939
1536,54.348656
1537,23.887762
1538,28.579622
1539,41.476986
1540,44.48882
1541,34.551075
1542,31.23542
1543,23.330818
1544,18.643202
1545,25.340796
1546,24.133024
1547,33.70243
1548,22.230078
1549,34.872486
1550,31.033836
1551,32.79687
1552,42.97068
1553,21.095871
1554,38.995037
1555,27.86339
1556,25.219074
1557,25.391516
1558,31.680595
1559,37.60055
1560,17.535141
1561,17.29186
1562,48.737415
1563,26.605936
1564,30.96962
1565,39.876106
1566,28.614897
1567,24.394445
1568,41.51849
1569,19.582096
1570,29.596455
1571,23.013372
1572,28.232079
1573,23.166584
1574,24.512056
1575,21.740873
1576,42.687485
1577,24.873476
1578,35.452587
1579,124.69896
1580,26.222076
1581,35.238422
1582,27.792519
1583,36.067135
1584,119.0664
1585,59.314556
1586,31.222721
1587,31.555738
1588,20.556568
1589,23.131723
1590,33.680836
1591,34.73929
1592,22.960993
1593,44.90246
1594,36.06522
1595,22.956997
1596,27.9121
1597,31.267855
1598,89.35155
1599,26.181213
1600,24.911877
1601,31.229397
1602,23.781763
1603,30.690168
1604,23.449059
1605,51.296593
1606,30.24962
1607,37.014378
1608,25.454527
1609,20.070168
1610,25.004463
1611,18.234596
1612,25.557055
1613,24.895058
1614,37.261097
1615,18.347927
1616,28.729797
1617,23.574377
1618,21.550087
1619,23.881472
1620,54.347595
1621,27.994104
1622,69.249054
1623,25.699919
1624,19.907858
1625,26.926792
1626,23.44888
1627,39.7809
1628,25.23988
1629,27.496405
1630,28.937037
1631,28.06305
1632,17.922657
1633,27.462767
1634,24.477343
1635,23.877605
1636,29.681187
1637,31.592533
1638,21.008966
1639,28.00056
1640,22.332598
1641,33.740295
1642,27.638845
1643,25.389223
1644,64.07252
1645,23.986315
1646,29.815062
1647,16.51314
1648,21.855635
1649,23.084442
1650,30.713358
1651,36.101303
1652,27.192364
1653,22.219648
1654,56.428333
1655,27.032387
1656,24.42823
1657,23.312475
1658,20.788864
1659,21.204271
1660,20.232796
1661,27.662651
1662,26.146868
1663,30.398777
1664,21.44875
1665,17.631126
1666,18.389004
1667,81.59852
1668,26.265835
1669,76.73253
1670,27.248283
1671,20.56312
1672,58.585365
1673,24.79507
1674,37.066944
1675,19.544788
1676,24.52825
1677,59.751854
1678,28.641817
1679,117.361824
1680,31.87454
1681,21.45316
1682,37.9039
1683,35.656334
1684,28.415298
1685,22.650923
1686,26.171616
1687,70.28309
1688,26.619389
1689,33.458103
1690,27.27127
1691,29.059937
1692,20.550743
1693,41.949593
1694,26.513529
1695,21.853456
1696,35.136593
1697,22.895546
1698,35.530666
1699,26.217295
1700,25.802479
1701,33.83579
1702,35.34716
1703,38.26645
1704,26.22596
1705,28.755877
1706,41.986977
1707,38.21225
1708,34.327496
1709,28.898075
1710,23.721468
1711,25.797476
1712,28.120474
1713,32.457832
1714,28.306679
1715,29.282753
1716,26.218176
1717,21.935865
1718,21.5316
1719,30.107815
1720,37.03618
1721,24.305607
1722,30.81261
1723,25.793222
1724,29.570341
1725,22.332258
1726,31.61541
1727,23.528538
1728,64.02388
1729,27.080017
1730,28.278082
1731,27.348387
1732,26.554379
1733,39.94222
1734,29.463245
1735,34.753845
1736,31.414192
1737,20.321085
1738,26.021162
1739,65.00834
1740,28.365929
1741,23.864136
1742,35.372265
1743,25.208668
1744,20.570068
1745,28.404367
1746,39.247814
1747,21.525776
1748,17.547918
1749,42.761757
1750,49.03243
1751,23.797976
1752,33.583294
1753,40.471897
1754,24.094555
1755,33.58737
1756,42.610405
1757,34.619812
1758,26.06767
1759,27.086512
1760,71.43501
1761,78.861946
1762,28.282372
1763,23.38895
1764,23.877806
1765,27.401495
1766,32.30533
1767,89.96891
1768,26.929928
1769,21.478558
1770,21.855843
1771,26.867554
1772,30.303581
1773,25.981686
1774,25.567894
1775,25.172867
1776,24.40698
1777,44.557133
1778,25.523293
1779,87.33336
1780,25.87431
1781,21.432072
1782,40.3539
1783,89.77241
1784,23.083344
1785,33.562614
1786,27.506887
1787,81.34512
1788,24.844475
1789,74.268845
1790,114.81684
1791,17.165842
1792,56.817028
1793,18.897335
1794,29.89615
1795,32.917923
1796,27.400528
1797,25.705704
1798,170.35025
1799,44.465565
1800,41.3312
1801,25.123795
1802,29.447763
1803,48.569725
1804,26.048616
1805,33.13835
1806,22.601307
1807,20.824814
1808,27.653244
1809,26.658012
1810,32.04316
1811,83.47933
1812,21.416573
1813,20.663416
1814,32.19444
1815,31.555891
1816,31.655453
1817,19.091057
1818,22.270544
1819,39.209
1820,76.515396
1821,25.319838
1822,29.484762
1823,31.154509
1824,37.09147
1825,29.818443
1826,22.671686
1827,26.972305
1828,25.812824
1829,20.697037
1830,162.7623
1831,125.22468
1832,46.320404
1833,30.362072
1834,32.42936
1835,24.812078
1836,23.740812
1837,29.54706
1838,25.322685
1839,22.263035
1840,23.691122
1841,31.392887
1842,32.285004
1843,31.031467
1844,33.18651
1845,34.551258
1846,23.585764
1847,29.303389
1848,29.723425
1849,36.325882
1850,21.457024
1851,84.25946
1852,25.059803
1853,18.715183
1854,32.421494
1855,21.446188
1856,19.225445
1857,33.282124
1858,21.041044
1859,29.00127
1860,32.848263
1861,31.874008
1862,24.404167
1863,22.512108
1864,23.110594
1865,21.492996
1866,23.050476
1867,28.973452
1868,26.133839
1869,57.64364
1870,28.429098
1871,22.171776
